Frame,BodyID,Shape,PosX,PosY,Angle,VelX,VelY,AngVel
0,0,Box,0,-1,0,0,0,0
0,1,Box,0,5.99728,0,0,-0.163333,0
1,0,Box,0,-1,0,0,0,0
1,1,Box,0,5.99183,0,0,-0.326667,0
2,0,Box,0,-1,0,0,0,0
2,1,Box,0,5.98367,0,0,-0.49,0
3,0,Box,0,-1,0,0,0,0
3,1,Box,0,5.97278,0,0,-0.653333,0
4,0,Box,0,-1,0,0,0,0
4,1,Box,0,5.95917,0,0,-0.816667,0
5,0,Box,0,-1,0,0,0,0
5,1,Box,0,5.94283,0,0,-0.98,0
6,0,Box,0,-1,0,0,0,0
6,1,Box,0,5.92378,0,0,-1.14333,0
7,0,Box,0,-1,0,0,0,0
7,1,Box,0,5.902,0,0,-1.30667,0
8,0,Box,0,-1,0,0,0,0
8,1,Box,0,5.8775,0,0,-1.47,0
9,0,Box,0,-1,0,0,0,0
9,1,Box,0,5.85028,0,0,-1.63333,0
10,0,Box,0,-1,0,0,0,0
10,1,Box,0,5.82033,0,0,-1.79667,0
11,0,Box,0,-1,0,0,0,0
11,1,Box,0,5.78767,0,0,-1.96,0
12,0,Box,0,-1,0,0,0,0
12,1,Box,0,5.75228,0,0,-2.12333,0
13,0,Box,0,-1,0,0,0,0
13,1,Box,0,5.71417,0,0,-2.28667,0
14,0,Box,0,-1,0,0,0,0
14,1,Box,0,5.67333,0,0,-2.45,0
15,0,Box,0,-1,0,0,0,0
15,1,Box,0,5.62978,0,0,-2.61333,0
16,0,Box,0,-1,0,0,0,0
16,1,Box,0,5.5835,0,0,-2.77667,0
17,0,Box,0,-1,0,0,0,0
17,1,Box,0,5.5345,0,0,-2.94,0
18,0,Box,0,-1,0,0,0,0
18,1,Box,0,5.48278,0,0,-3.10333,0
19,0,Box,0,-1,0,0,0,0
19,1,Box,0,5.42833,0,0,-3.26667,0
20,0,Box,0,-1,0,0,0,0
20,1,Box,0,5.37117,0,0,-3.43,0
21,0,Box,0,-1,0,0,0,0
21,1,Box,0,5.31128,0,0,-3.59333,0
22,0,Box,0,-1,0,0,0,0
22,1,Box,0,5.24867,0,0,-3.75667,0
23,0,Box,0,-1,0,0,0,0
23,1,Box,0,5.18333,0,0,-3.92,0
24,0,Box,0,-1,0,0,0,0
24,1,Box,0,5.11528,0,0,-4.08333,0
25,0,Box,0,-1,0,0,0,0
25,1,Box,0,5.0445,0,0,-4.24667,0
26,0,Box,0,-1,0,0,0,0
26,1,Box,0,4.971,0,0,-4.41,0
27,0,Box,0,-1,0,0,0,0
27,1,Box,0,4.89478,0,0,-4.57333,0
28,0,Box,0,-1,0,0,0,0
28,1,Box,0,4.81583,0,0,-4.73667,0
29,0,Box,0,-1,0,0,0,0
29,1,Box,0,4.73417,0,0,-4.9,0
30,0,Box,0,-1,0,0,0,0
30,1,Box,0,4.64978,0,0,-5.06333,0
31,0,Box,0,-1,0,0,0,0
31,1,Box,0,4.56267,0,0,-5.22667,0
32,0,Box,0,-1,0,0,0,0
32,1,Box,0,4.47283,0,0,-5.39,0
33,0,Box,0,-1,0,0,0,0
33,1,Box,0,4.38028,0,0,-5.55333,0
34,0,Box,0,-1,0,0,0,0
34,1,Box,0,4.285,0,0,-5.71667,0
35,0,Box,0,-1,0,0,0,0
35,1,Box,0,4.187,0,0,-5.88,0
36,0,Box,0,-1,0,0,0,0
36,1,Box,0,4.08628,0,0,-6.04333,0
37,0,Box,0,-1,0,0,0,0
37,1,Box,0,3.98283,0,0,-6.20667,0
38,0,Box,0,-1,0,0,0,0
38,1,Box,0,3.87667,0,0,-6.37,0
39,0,Box,0,-1,0,0,0,0
39,1,Box,0,3.76778,0,0,-6.53334,0
40,0,Box,0,-1,0,0,0,0
40,1,Box,0,3.65617,0,0,-6.69667,0
41,0,Box,0,-1,0,0,0,0
41,1,Box,0,3.54183,0,0,-6.86,0
42,0,Box,0,-1,0,0,0,0
42,1,Box,0,3.42478,0,0,-7.02334,0
43,0,Box,0,-1,0,0,0,0
43,1,Box,0,3.305,0,0,-7.18667,0
44,0,Box,0,-1,0,0,0,0
44,1,Box,0,3.1825,0,0,-7.35,0
45,0,Box,0,-1,0,0,0,0
45,1,Box,0,3.05728,0,0,-7.51334,0
46,0,Box,0,-1,0,0,0,0
46,1,Box,0,2.92933,0,0,-7.67667,0
47,0,Box,0,-1,0,0,0,0
47,1,Box,0,2.79867,0,0,-7.84,0
48,0,Box,0,-1,0,0,0,0
48,1,Box,0,2.66528,0,0,-8.00334,0
49,0,Box,0,-1,0,0,0,0
49,1,Box,0,2.52917,0,0,-8.16667,0
50,0,Box,0,-1,0,0,0,0
50,1,Box,0,2.39033,0,0,-8.33,0
51,0,Box,0,-1,0,0,0,0
51,1,Box,0,2.24878,0,0,-8.49333,0
52,0,Box,0,-1,0,0,0,0
52,1,Box,0,2.1045,0,0,-8.65667,0
53,0,Box,0,-1,0,0,0,0
53,1,Box,0,1.9575,0,0,-8.82,0
54,0,Box,0,-1,0,0,0,0
54,1,Box,0,1.80778,0,0,-8.98333,0
55,0,Box,0,-1,0,0,0,0
55,1,Box,0,1.65533,0,0,-9.14667,0
56,0,Box,0,-1,0,0,0,0
56,1,Box,0,1.50017,0,0,-9.31,0
57,0,Box,0,-1,0,0,0,0
57,1,Box,0,1.34228,0,0,-9.47333,0
58,0,Box,0,-1,0,0,0,0
58,1,Box,0,1.18167,0,0,-9.63667,0
59,0,Box,0,-1,0,0,0,0
59,1,Box,0,1.01833,0,0,-9.8,0
60,0,Box,0,-1,0,0,0,0
60,1,Box,0,0.852277,0,0,-9.96333,0
61,0,Box,0,-1,0,0,0,0
61,1,Box,0,0.683499,0,0,-10.1267,0
62,0,Box,0,-1,0,0,0,0
62,1,Box,0,0.511999,0,0,-10.29,0
63,0,Box,0,-1,0,0,0,0
63,1,Box,0,0.337777,0,0,-10.4533,0
64,0,Box,0,-1,0,0,0,0
64,1,Box,0.00216155,0.422786,-0.000563597,0.129693,-0.0194634,-0.0338158
65,0,Box,0,-1,0,0,0,0
65,1,Box,0.00342822,0.457277,-0.000575498,0.0760006,-0.000377818,-0.00071405
66,0,Box,0,-1,0,0,0,0
66,1,Box,0.00402785,0.471078,-0.000585825,0.0359778,-0.000328459,-0.000619631
67,0,Box,0,-1,0,0,0,0
67,1,Box,0.00428664,0.476602,-0.000595765,0.0155275,-0.000319893,-0.000596431
68,0,Box,0,-1,0,0,0,0
68,1,Box,0.0044362,0.478815,-0.000593816,0.00897329,-0.000285632,0.000116988
69,0,Box,0,-1,0,0,0,0
69,1,Box,0.00456717,0.479699,-0.000591459,0.00785848,-0.000266693,0.000141385
70,0,Box,0,-1,0,0,0,0
70,1,Box,0.00469033,0.480053,-0.000589094,0.00738939,-0.000266243,0.000141919
71,0,Box,0,-1,0,0,0,0
71,1,Box,0.00481021,0.480193,-0.000586725,0.00719263,-0.000266069,0.00014215
72,0,Box,0,-1,0,0,0,0
72,1,Box,0.00492871,0.480249,-0.000584354,0.0071101,-0.000265995,0.000142247
73,0,Box,0,-1,0,0,0,0
73,1,Box,0.00504663,0.48027,-0.000581982,0.00707549,-0.000265965,0.000142287
74,0,Box,0,-1,0,0,0,0
74,1,Box,0.00516432,0.480278,-0.000579611,0.00706096,-0.000265952,0.000142304
75,0,Box,0,-1,0,0,0,0
75,1,Box,0.0052819,0.480281,-0.000577239,0.00705486,-0.000265947,0.00014231
76,0,Box,0,-1,0,0,0,0
76,1,Box,0.00539944,0.480281,-0.000574867,0.00705229,-0.000265945,0.000142312
77,0,Box,0,-1,0,0,0,0
77,1,Box,0.00551696,0.48028,-0.000572495,0.00705121,-0.000265944,0.000142313
78,0,Box,0,-1,0,0,0,0
78,1,Box,0.00563447,0.480279,-0.000570123,0.00705075,-0.000265943,0.000142313
79,0,Box,0,-1,0,0,0,0
79,1,Box,0.00575198,0.480278,-0.000567751,0.00705055,-0.000265943,0.000142312
80,0,Box,0,-1,0,0,0,0
80,1,Box,0.00586949,0.480277,-0.000565379,0.00705046,-0.000265943,0.000142312
81,0,Box,0,-1,0,0,0,0
81,1,Box,0.00598699,0.480276,-0.000563008,0.00705042,-0.000265943,0.000142311
82,0,Box,0,-1,0,0,0,0
82,1,Box,0.0061045,0.480275,-0.000560636,0.0070504,-0.000265943,0.00014231
83,0,Box,0,-1,0,0,0,0
83,1,Box,0.00622201,0.480274,-0.000558264,0.00705038,-0.000265943,0.00014231
84,0,Box,0,-1,0,0,0,0
84,1,Box,0.00633951,0.480272,-0.000555892,0.00705037,-0.000265944,0.000142309
85,0,Box,0,-1,0,0,0,0
85,1,Box,0.00645702,0.480271,-0.00055352,0.00705036,-0.000265944,0.000142308
86,0,Box,0,-1,0,0,0,0
86,1,Box,0.00657452,0.48027,-0.000551148,0.00705034,-0.000265944,0.000142308
87,0,Box,0,-1,0,0,0,0
87,1,Box,0.00669203,0.480269,-0.000548777,0.00705034,-0.000265944,0.000142307
88,0,Box,0,-1,0,0,0,0
88,1,Box,0.00680953,0.480268,-0.000546405,0.00705033,-0.000265944,0.000142306
89,0,Box,0,-1,0,0,0,0
89,1,Box,0.00692704,0.480266,-0.000544033,0.00705031,-0.000265944,0.000142306
90,0,Box,0,-1,0,0,0,0
90,1,Box,0.00704454,0.480265,-0.000541661,0.0070503,-0.000265944,0.000142305
91,0,Box,0,-1,0,0,0,0
91,1,Box,0.00716205,0.480264,-0.00053929,0.00705029,-0.000265944,0.000142304
92,0,Box,0,-1,0,0,0,0
92,1,Box,0.00727955,0.480263,-0.000536918,0.00705029,-0.000265945,0.000142303
93,0,Box,0,-1,0,0,0,0
