Frame,BodyID,Shape,PosX,PosY,Angle,VelX,VelY,AngVel
0,0,Box,0,-5,0,0,0,0
0,1,Box,0.1,4.99727,0,0,-0.1635,0
1,0,Box,0,-5,0,0,0,0
1,1,Box,0.1,4.99183,0,0,-0.327,0
2,0,Box,0,-5,0,0,0,0
2,1,Box,0.1,4.98365,0,0,-0.4905,0
3,0,Box,0,-5,0,0,0,0
3,1,Box,0.1,4.97275,0,0,-0.654,0
4,0,Box,0,-5,0,0,0,0
4,1,Box,0.1,4.95913,0,0,-0.8175,0
5,0,Box,0,-5,0,0,0,0
5,1,Box,0.1,4.94278,0,0,-0.981,0
6,0,Box,0,-5,0,0,0,0
6,1,Box,0.1,4.9237,0,0,-1.1445,0
7,0,Box,0,-5,0,0,0,0
7,1,Box,0.1,4.9019,0,0,-1.308,0
8,0,Box,0,-5,0,0,0,0
8,1,Box,0.1,4.87738,0,0,-1.4715,0
9,0,Box,0,-5,0,0,0,0
9,1,Box,0.1,4.85013,0,0,-1.635,0
10,0,Box,0,-5,0,0,0,0
10,1,Box,0.1,4.82015,0,0,-1.7985,0
11,0,Box,0,-5,0,0,0,0
11,1,Box,0.1,4.78745,0,0,-1.962,0
12,0,Box,0,-5,0,0,0,0
12,1,Box,0.1,4.75203,0,0,-2.1255,0
13,0,Box,0,-5,0,0,0,0
13,1,Box,0.1,4.71388,0,0,-2.289,0
14,0,Box,0,-5,0,0,0,0
14,1,Box,0.1,4.673,0,0,-2.4525,0
15,0,Box,0,-5,0,0,0,0
15,1,Box,0.1,4.6294,0,0,-2.616,0
16,0,Box,0,-5,0,0,0,0
16,1,Box,0.1,4.58308,0,0,-2.7795,0
17,0,Box,0,-5,0,0,0,0
17,1,Box,0.1,4.53403,0,0,-2.943,0
18,0,Box,0,-5,0,0,0,0
18,1,Box,0.1,4.48225,0,0,-3.1065,0
19,0,Box,0,-5,0,0,0,0
19,1,Box,0.1,4.42775,0,0,-3.27,0
20,0,Box,0,-5,0,0,0,0
20,1,Box,0.1,4.37052,0,0,-3.4335,0
21,0,Box,0,-5,0,0,0,0
21,1,Box,0.1,4.31058,0,0,-3.597,0
22,0,Box,0,-5,0,0,0,0
22,1,Box,0.1,4.2479,0,0,-3.7605,0
23,0,Box,0,-5,0,0,0,0
23,1,Box,0.1,4.1825,0,0,-3.924,0
24,0,Box,0,-5,0,0,0,0
24,1,Box,0.1,4.11437,0,0,-4.0875,0
25,0,Box,0,-5,0,0,0,0
25,1,Box,0.1,4.04352,0,0,-4.251,0
26,0,Box,0,-5,0,0,0,0
26,1,Box,0.1,3.96995,0,0,-4.4145,0
27,0,Box,0,-5,0,0,0,0
27,1,Box,0.1,3.89365,0,0,-4.578,0
28,0,Box,0,-5,0,0,0,0
28,1,Box,0.1,3.81462,0,0,-4.7415,0
29,0,Box,0,-5,0,0,0,0
29,1,Box,0.1,3.73287,0,0,-4.905,0
30,0,Box,0,-5,0,0,0,0
30,1,Box,0.1,3.6484,0,0,-5.0685,0
31,0,Box,0,-5,0,0,0,0
31,1,Box,0.1,3.5612,0,0,-5.232,0
32,0,Box,0,-5,0,0,0,0
32,1,Box,0.1,3.47127,0,0,-5.3955,0
33,0,Box,0,-5,0,0,0,0
33,1,Box,0.1,3.37862,0,0,-5.559,0
34,0,Box,0,-5,0,0,0,0
34,1,Box,0.1,3.28325,0,0,-5.7225,0
35,0,Box,0,-5,0,0,0,0
35,1,Box,0.1,3.18515,0,0,-5.886,0
36,0,Box,0,-5,0,0,0,0
36,1,Box,0.1,3.08432,0,0,-6.0495,0
37,0,Box,0,-5,0,0,0,0
37,1,Box,0.1,2.98077,0,0,-6.213,0
38,0,Box,0,-5,0,0,0,0
38,1,Box,0.1,2.8745,0,0,-6.3765,0
39,0,Box,0,-5,0,0,0,0
39,1,Box,0.1,2.7655,0,0,-6.54,0
40,0,Box,0,-5,0,0,0,0
40,1,Box,0.1,2.65377,0,0,-6.7035,0
41,0,Box,0,-5,0,0,0,0
41,1,Box,0.1,2.53932,0,0,-6.867,0
42,0,Box,0,-5,0,0,0,0
42,1,Box,0.1,2.42215,0,0,-7.0305,0
43,0,Box,0,-5,0,0,0,0
43,1,Box,0.1,2.30225,0,0,-7.194,0
44,0,Box,0,-5,0,0,0,0
44,1,Box,0.1,2.17963,0,0,-7.3575,0
45,0,Box,0,-5,0,0,0,0
45,1,Box,0.1,2.05428,0,0,-7.521,0
46,0,Box,0,-5,0,0,0,0
46,1,Box,0.1,1.9262,0,0,-7.6845,0
47,0,Box,0,-5,0,0,0,0
47,1,Box,0.1,1.7954,0,0,-7.848,0
48,0,Box,0,-5,0,0,0,0
48,1,Box,0.1,1.66188,0,0,-8.0115,0
49,0,Box,0,-5,0,0,0,0
49,1,Box,0.1,1.52562,0,0,-8.175,0
50,0,Box,0,-5,0,0,0,0
50,1,Box,0.1,1.38665,0,0,-8.3385,0
51,0,Box,0,-5,0,0,0,0
51,1,Box,0.1,1.24495,0,0,-8.502,0
52,0,Box,0,-5,0,0,0,0
52,1,Box,0.1,1.10053,0,0,-8.6655,0
53,0,Box,0,-5,0,0,0,0
